text,generated
"In some schools, summer projects are assigned to assure that students will continue learning well after the school year ends. Although students should continue to learn during their break, some have argued that if the projects should be student-designed or teacher-designed. Student-designed is the better option because students will have more options to chose from, they can do a project they're interested in, and teacher-designed projects are annoying to produce.

Many teachers would complain that students won't have any directions to follow on their projects and will thus not continue learning during their break. Although, students not having any directions on how to make their projects is true. This can be viewed as a purely subjective point, since this'll give students more freedom on how they want their projects to be. Another point of discussion is is that students won't continue to further learn during their break. This viewpoint that students won't continue to learn is wrong due to the fact that students will be learning while creating their projects.

Having more options for students to choose from is great because students can create a project of something they're interested in with high effort. In the past, teachers would only give students one option for a project idea; therefore, limiting the chance of something that student would interested in and lowering the effort. For example, if a student was given the freedom to write about a certain sport they're interested in, they could make a well informed slide show to present to a class or could talk forever about their favorite team in a podcast. A student would choose to write something they're interested rather than having to read a long book than having to write a big essay any day.

Students can make projects more enjoyable is a valid point because it can show their creativity. Since students won't have any directions on how to make their projects, they can be as creative as they want. They can try out new ways to present projects like showing a cool infographic or make a fun video that can inform a class about a topic they worked on. This could make the actual work process of the project more enjoyable to the student and whoever they're presenting it too.

The third reason why student-designed is the better option is because teachers can make projects annoying for the students. Teachers can sometimes make students go out of their way to work on their projects. To include, teachers can make it so students have to visit somewhere to get information to further continue working on their projects or make students have to buy certain books to write about. This may not seem so bad at first glance; however, for some students who go visit out of the country for the majority of the break can be a nightmare for them. Imagine a student being gone for the majority of the break just to come back and only have a little less than week to visit a musesum and write an essay about it. This situation shows how teachers make projects annoying for these types of students.

In conclusion, a student-designed project is better because students can choose what they want to talk about, projects would be more enjoyable for everyone, and students won't have to go out of their way from teacher-designed projects. Having more freedom in options leads to students picking something they're interested in.

Students also show their creativity thus making it more enjoyable. finally, teachers make students go out of their way for projects; therefore, making it annoying for some students who travel.",0
"Dear Principle,

I have been informed that you are a bit shaky on the decision to make community service a requirement to the student body or not. Well, I believe that it would be a splendid opportunity for the students to assist people and really just feel the joy of helping others. Also i think it would help students stay on the right track in their lives and not get dragged into drama and all the non since that goes on in schools these days. Plus i bet that the students will come to like the fact that they are really making a difference in our community. Think about it this way, the students of your school being on the front cover of the newspaper for cleaning up the beach. They could also volunteer at a nursing home and just help the older people around, talk to them, and just make them feel loved. I mean if i was in an older folks home and i didn't get visited very often and these really happy, smiley children came to visit me it would totally make my day. I really believe with all my knowledge that this idea of yours is going to be very beneficial to the community and to your student body!

Sincerely,

STUDENT_NAME",0
"Is answering a cell phone call worth losing your life over? How about reading to a text? Using your cell phone while driving is very dangerous. I looking away from the road for one second can cause car accidents or maybe even kill someone. can cause a car accident just looking away just to look at your child for just a second you look away can cause an accident. There have been millions of deaths coming from having car accident having your phone out while driving or even being on your cell phone can cause a car accident.

Cell phone use while driving leads to many crashes. There are reported 1.6 million each year. Teen driver's cell phone use has led to the most car accidents. According to 21 percent of teen drivers involved in fatal accidents were distracted by their cell phones. Injuries by just sending one text can cause a car accident as according to general cell phone statistics use of cell phones and driving becomes a problem and increase of an accident in the year of 2016 660,000 drivers are attempting to use their phones while behind the wheel smartphones have made it easy for us to stay connected, were 20 years ago, cell phones were not a problem and there was not as many car accidents as there are now.

Texting while driving has caused so many car accidents 1 out of 4 car accidents in the united states is caused by texting and driving. Using cellphones while driving is very dangerous and have killed millions of people in the world sending just one quick text can cause a car accident is that really worth it? Killing yourself or killing somebody else just because you didn't wait to send a text in 2017 3,166 people were killed by texting while driving. and driving while children are in the car you should most definitely should wait to send a text because when somebody gets in the car with you and you are driving you are responsible for that person's life.

The National Safety Council reports nearly 390,000 injuries are caused just from texting and driving is not safe at all when a driving is listening to a conversation or music the brain power. he or she dedicates to driving decreased by 40% and another thing drivers talking on the phone cause the most car accidents. even just dialing a phone number can cause an accident just looking at your child can just for 2 seconds can cause an accident. or just looking down at your phone to see whos calling you it takes time to get into a car accidents it's very important that you pay close attention to the road and not just you other drivers too.

I believe that drivers should not use cell phones while driving. Because texting while driving can cause car accidents. And can cause bad injury you can kill yourself and other people lives when you get behind that wheel. it's a must you pay close attention to the road and keep your eyes on the road at all times cause a car accident can happen in just one second and then boom now your in a wreck just because you want to look down at your phone.                                                                                                 ",0
"By limiting car usage, research has shown there is less greenhouse gas emissions, a promotion in alternative transportation, and can result in a new and improved safe society.

To begin, the advantages of limiting car usage reduces the amount of pollution that is emitted into the air, resulting in a more environmental friendly neighborhood. According to research in Vauban, Germany, ""...Passenger cars are responsible for 12 percent of greenhouse gas emissions in Europe...and up to 50 percent in some car intensive areas in the United States."" Source 1 Many locations around the world are taking this act into perspectiveincluding not only Vauban,Germanybut also Paris,France, Bogota,Colombia, and even cities in the United States that are reducing these numbers drastically and making a beneficial change in the environment. ""If the pattern persistsand many sociologists believe it willit will have beneficial implications for carbon emissions and the environment, since transportation is the second largest source of America's emissions."" Next, with the declining usage of cars, citizens are left with alternative transportation that are beneficial. Many people have gone from driving carsgetting from point A to point Bto visiting parks and sports centers, which can lead to an increase in physical activity. Another advantage to giving up your car can also lead to less traffic. According to the new routine in Colombia, ""Colombians hiked, biked, skated, or took buses to work during a carfree day...leaving the streets of this capital city eerily devoid of traffic jams.""Source 3 In Paris, officials are enforcing drivers to clear the air of the global city with a partial driving ban. With this new ban in play, ""Congestion was down 60 percent in the capital of France."" Source 2 Since the change, public transit from Friday to Monday was free of charge. As you can see, these changes are coming into effect and are changing the world in various positive ways.

Heidrun Walter said, ""When I had a car I was always tense. I'm much happier this wayreferring to giving her car up. Source 3 Businessman Carls arturo Plaza also says, ""This is a good opportunity to reduce stress and lower air pollution."" Source 3 In addition, the reduction of car usage leads to a safer environment. According to my. Sivak's research, ""There has been a large drop in the pecentage of 16 to 39yearolds getting a license, while older people are likely to retain their licenses as they age.""Source 4 A study found that driving by young people decreased by 23 percent between 2001 and 2009. With this evolutionary change in peoples everyday lives, many large numbers are drastically going down, revealing numerous advantages. The number of miles driven per person was nearly 9 percent below the peak, the rates of car ownership per household and per person has started to come down two to three years before the downturn, and demographic shifts in the driving population all reveal that people may find less reason to resume to their cardriven habits.

To conclude, the limiting of car usage can improve the environent, can result in numerous transportation opportunities, and can lead to a safer society.",0
"Many schools require students to complete summer projects to make sure they are still learning during their summer brake. Do you think they should be Student-designed or teacher-designed?. They should be student-designed because it gives students a chance to be creative,they can learn something they are interested in,and finally lets them have fun with their projects during the summer.

Although some people may argue that letting the students choose their own projects would lead to them either not doing it or to them choosing the easiest subject and finishing it in a day or two,But there are other view points to consider.

First,Letting students choose their own projects will let them be creative. A lot of students like to stand out and be different from the rest of their peers. As many people know not every student is the same and not every student thinks the same way. So they should let the students express themselves in their projects and even teachers will get to see a whole other side to their students that they never knew they had. For example,every artist in the world are expressing them selves everyday with their art and millions of people love it,and do you think that a teacher assigned that art work to them?.

Secondly,Students will be able to work on something they are interested in. Many schools and teachers force kids into learning something they dont want to learn or have not interest in and that is why they dont retain any of the information. I understand that not every subject they need will catch there attention but when it comes to something they have a choice in learning most kids will choose what they are really interested in. Why? because we as people don't like it when someone tells us we have to learn this or do this assignment and when they do they are not going to do it with effort,why,because they don't like it or have interest in it. When they let the student choose what they want to learn then they will do it with passion and lost of interest because they like the subject and really want to learn more about and so they will try their best and they will learn new things about a subject that they never knew before. For example,Kaka was one of the greatest soccer players in the world,winning many champions of Europe and many others,and his parents were lawyers and wanted him to become oneas well but he had no interest in it. No matter how much his parents tried he didnt find interest in it until he started playing soccer and he loved with a passion and so his parents let him do that. So letting their son do something that he found interest in it led him to become one of the greatest soccer player the world has ever seen.

Finally,it lets the students have a little fun with their projects and during the summer. Now these students are still kids and still need to have fun during their summer brake because they did jest go thought months of learning and when they finally get out they have to learn even more. Plus if the project is teacher-designed then they are going to feel like they are back in school but if they choose what they wanna do for their project then they can have fun while doing it. Like i said in the above argument they will be learning something they have interest in and you never know with kids they can come up with some weirdest and funnest things for their projects. They are able to do many experiments for their projects when they dont feel obligated to do it and can jest do fun things that get it done.

In Conclusion,summer projects should be student-designed because it gives students a chance to be creative,they can learn something they are interested in,and finally lets them have fun with their projects during the summer. because of the reasons listed here,Students should choose there summer project. also these kids are our country's future and they need to know that expressing themselves is ok and letting people know what they want is also important. Thank you for considering my view points.",0
"Dear,TEACHER_NAME

I think your new plan to keep kids from playing sports or other extracurricular activities is outrages. Kids like myself play sports and other activities ti find a way our of the daily stress of school and social drama might i add. It is ridiculous that you should withhold things that we cherish the most in order for us to have to take on more work then what is usually some of us may have learning disabilities or we do the work and the teacher doesn't answer our questions in class to the full extent. Have you thought of an alternative then just take away our escape from reality these activities are keeping us from running the streets like a bunch of hood rats and hoodlums.

I think you should think of an alternative then just to take away what our means of therapy is maybe one day out of the week we could not practice and just do a study hall. Or you may just sit us out for a game or the 1st quater/first half to motivate us to do better and achieve better in ourselves. Some of us may just be to depressed or mad to simply just try to bring up our grades if we cant ensure that we will play.

In conclusion on the behalf of the student body at SCHOOL_NAME i think you should fine another way to motivate us to bring our education to a higher level.

Sincerely STUDENT_NAME",0
"I disagree to school board adding an half hours to school each day. I think is bad because adding another half hour to takes time away from there family and it takes to be with there family.

some children do not have time to see their family in the week days because there mom or dad comes home after they are going to sleep or before they go to school but maybe Fridays to Sundays is when they can see their family. Some students don't have time to say a few hours because some students have sports to do or they are going do something else at home or have to go see the doctor.

If they add a half hour to the school system I think all most all of the student will not come to school half of the school year. I disagree to the school board adding a half hour to school each day. I been to school all year except when I have to go the doctor for cheek up that is the only time I miss school. I play sports so I do not have time say a little bet longer of school or I am not on the term anymore.

To sum up I think school should be the some as it is or take sum time of school because is too long to add time to it. All in all school help as to learn.",0
"Dear principal this new policy that you have made is not right. some of our best athletes have a C average so by making the eligible grades higher to a B average you will be destroying our sports program. If you chose to fallow your policy then the whole sport program and all the school are going on a strike. We the students will stop making good grades.

By dropping our grades than we will make the school look bad. you will be the one affected because you are the one incharged of the students doing good and not dropping their grades. After dropping our grades you still decide to fallow your policy then we will slowly stop coming to school. We will all transfer out of the school and attend another school that has a sport C eligible program. Also if there is a low number of students that are coming to the school than the school board will have to shut the school down. After the school shuts down then you will have to lose your job. After you lose your job the students will beg the school board to reopen the school just with a different principal that is under a condition of not l higher the eligible average.

So that as long as your passing all your classes with at least C average then you can be participating in any sport you feel like playing.",0
"The author of ""The Challenge of Exploring Venus"" supports the idea that studying Venus is a worthy dispute despite the dangers very efficiently and clearly. They clearly explain the argument in the second paragraph. They also properly list all the advantages to exploring Venus and then weighed it out with the challenges and risks that would stand in the way. They finally finish by stating their claim once more in their concluding paragraph.

To start their article, they begin in paragraph 2 by stating some facts about the planet and a bit of history to go into it, which helps us understand Earth's history with Venus itself. In Paragraph 2, it states, ""Because Venus is sometimes right around the corner - in space terms - humans have sent numerous spacecraft to land on this cloud-draped world. Each previous mission was unmanned, and for good reason, since no spacecraft survived the landing for more than a few hours... ...not a single spaceship has touched down on Venus in more than three decades. "" This explains that we have tried to land spacecrafts onto Venus to study the planet before, and have failed, therefore causing us to give up until now, which is where our argument comes into play.

The argument for this article is simply ""Should we try to study Venus again?"" and the author believes we should, after they weighed out some of the challenges that were in our way then and are in our way now. Paragraph 3 states ""A thick atmosphere of almost 97 percent carbon dioxide blankets Venus. Even more challenging are the clouds of highly corrosive sulfric acid in Venus's atmosphere. On the planet's surface, temperatures average over 800 degrees Fahrenheit, and the atmospheric pressure is 90 times greater that what we experience on our own planet."" These facts are about the surface of the planet, and as the author also states in paragraph 3, ""these conditions are far more extreme than anything humans encounter on Earth; such an environment would crush even a submarine accustomed to diving to the deepest parts of our oceans and liquefy any metals.""

The author then asks at the beginning of paragraph 4, ""if our sister planet is so inhospitable, why are scientists even discussing further visits to its surface?"" Then proceeds to explain, ""Astronomers are fascinated by Venus because it may well once have been the most Earth-like planet in our solar system. Long ago, Venus was probably covered largely with oceans and could have supported various forms of life, just like Earth."" This explanation tells us that Venus could have been exactly like Earth, and may even still be in certain ways. Their explanation continues with, ""The planet has a surface of rocky sediment and includes familiar features such as valleys, mountains, and craters. Furthermore, recall that Venus can sometimes be our nearest option for planetary visit, a crucial consideration given the long time frames of space travel."" Using this information, we could theoretically use Venus as a second Earth, or maybe a pitstop on the way to other planets, or as a way to research for other lifeforms, which is worth the risks that come with it, and that's what the author is trying to say when asking, ""The Value of returning to Venus seems indisputable, but what are the options for making such a mission both safe and scientifically productive?""

The author explains that, ""The... ...Administration (NASA) has one particularly compelling idea for sending humans to study Venus. NASA's possible solution to the hostile conditions on the surface of Venus would allow scientists to float above the fray."" The author continues to go on and explain that NASA has a plan to make a vehicle that would hover over Venus and observe from above, where the conditions would be less severe. they continue, ""At thirty-plus miles above the surface, temperatures would still be toasty at around 170 degrees Fahrenheit, but air pressure would be close to that of sea level on Earth. Solar power would be plentiful, and radiation would not exceed Earth levels. Not easy conditions, but survivable for humans."" This means that their solution would be managable, but not perfect.

For their final paragraph, they restate their claim, saying ""Striving to meet the challenge presented by Venus has value not only because of the insight to be gained on the planet itself, but also because human curiosity will likely lead us into many equally intimidating endeavors."" This proves that they believe it will lead us further if we listen to our curiosity versus when we don't follow through due to risks. They also state ""Our travels on Earth and beyond should not be limited by dangers and doubts but should be expanded to meet the very edges of imagination and innovation"" which backs up their claim.   ",0
"Dear TEACHER_NAME,

I think that Policy 1; Allowing students to bring phones to school and use them during lunch period and other free times, as long as the phones are turned off during class time is the best policy to use. I believe this policy is the best because would you rather allow us to have them and use them when we can and allowed too or sneak behind your back and use them all day long to text or call people? I think that by not allowing us to bring them will cause us to rebel more and use them during class time, lunch time and virtually all day long, when if you let us use them we will obey the rule and respect you by actually letting us use them so then we will listen and we will know you understand we are actually obsessed with them. The reason i think this is because if a kid is very sick and no one believes him, he can call his parent/ guardian during a time he will be able to use his phone and his the person he calls will come get him during school hours so the next day he is not sick because he did not get proper care from the school when he needed it and he will come to school the next day. Another reason i think they should be used during free time only is because if all you do is talk to your friends during free time you have nothing else to do, you can play around with your cell phone so we are not disturbing you and annoying the class and most of all the teachers. One more reason i think Policy 1 is a good policy is because by you actually letting us use our phones and trusting us to know that we will only use our phone during the time you want us too, it will make us have more respect for you and let us know that you trust us enough to obey the rules and not use them at any other time then free time. I also believe that if you do not let us use phones during school we will be more tempted to use them and pull them out during class to text or call people. These are just some of the many reasons I think Policy 1 is the best policy for you to chose when picking one or the other. Thank you for your time.

Sincerely,

STUDENT_NAME, 8th grade",0
"a positive attitude is the key to success in life because being a positive is a good thing to have in life, if a person have an Negative attitude it wont let them go anywhere in life they just going to say in the same spot, positive attitude is the key to get respect from others, being positive and sucessful in the same time is the first step to succed

Negative attitude wont let a person go anywhere in life to be successful because having bad attitude wont let a person make the right freinds in life. Having bad attitude wont let your teachers get your atention. having bad attitude wont let a person go to the right point in life for example his dream job carrer.

positive attitude is the key to get respect from others because being respectful get you to make or get alot of positive friends than negative friends, having an positive attitude towards others will make you get their attintion to be part of them,positive attitude toward the people who hate you will make them respect you enogh.

being positive and sucessful in the same time is the first step to succed because it get you to your dream easy and faster, it will make life easy to atcheve, being positive on what your going to do and on what your going toatcheve is a key to succed in life.

but sompeople may say that it dosent matter what personality you have you have either positive or nective it will just going to let you have all the respect you want from other so it dosent matter if you have a negtive attitude or positive attitude because they think that no matter what you do you will atcheve and pass what you love in life. but in what i think thats not true because its all depends on what personality you have.

In the end it all matter because positive attitude is the key to success in life.",0
"The long list of benefits that comes from limited car usage are mostly based on where you live and how much you do your part. Laws and restrictions have been arriving across the entire world to see the effects of having little or no automobiles in the community. Other countries that have an intense cloud of smog need to ban car use in the millions at a time to help settle down the atmosphere there.

Life without cars today can be very well described in Elisabeth Rosenthal's article

In German Suburb, Life Goes On Without Cars . In her article she describes how the community is shaped and condensed in order to make travelling to necessarry places easy through walking or bike riding distance. This is the kind of turn around that the world needs as well. With the amount of pollution happening, this is a good experiment that will hopefully spread all over the planet.

The amount of pollution affecting certain cities across the world is getting rather out of hand. In Robert Duffer's article

Paris bans driving due to smog , he talks about the intense pollution over France's capital, resulting in the partial ban of almost

HALF

of the amount of cars on the road at once. Those who violated the ban's rules were fined, and thousands of cars were impounded as well due the the reaction of citizens when they received the fine. In paragraph 14 of the article, Duffer states that ""

Congestion was down 60 percent in the capital of France ,

after five days of intensifying smog.""

The ban clearly worked, showing that it was indeed the heavy number of vehicles on the road all at once.

Programs all across the world have gotten people in the millions to find other methods of travel that did not cause any pollution. Columbia is a huge example as shown in Andrew Selsky's article

Car-free day is spinning into a big hit in Bogota . In the article, Selsky specifies about how millions of Columbians have taken alternative modes of transport, whether it be hiking, biking, or skating as opposed to general driving. Even on account of rain, the citizens found ways to get about without using their cars. This is making Bogota a more human and social place as well, as Selsky states, ""

Parks and sports centers have also bloomed throughout the city; uneven, pitted sidewalks have been replaced by broad, smooth sidewalks.""

This event is happening for the good of the people and of the planet, and it seems like everyone is okay with that.

With the way our world is rapidly changing with a new generation and new technology, we are going to have to adapt from our old habits. Young adults are not seeing the full necessity of buying a vehicle when they can get to where they need to go by other means that are less expensive and less harmful to the environment. The need for everyone to have a car is slowly going down. It may never completely go away, but it is reducing greatly.    ",0
"Driving cars are something that many people are looking forewards to in the future. These driving cars are being invented and take alot of money to make. Some of the questions that you may ask yourself are how do they work, where will they work, and are they safe? I personally like the idea of having cars drive by themselves. The reason why is because ther wouldn't be that many accidents, people wouldn't have to worry about getting ran over, and if the driver is drunk or ill they wouldn't cause any wrecks.

They started to put these cars together in the late 1900's. In 1950 GM made a concept car that would run on a track with an electric cable that sent radio signals to the receiver on the front of the car. GM tried to imput these electric cables on the roads but it costed to much to remake the roads. They tried many different methods to make these cars drive but they didn't succed. Until around the year 2000 when technology was starting to advance and played a huge role in our society.

Now these cars have highly imputed sensors that help the car run and keep the driver alert if something malfunctions. These cars also have implied brakes to stop the car in an emergency and vibrating sensors to notify the driver that it needs human skill to help it. These sensors will help detect that something is wrong and to keep the car on the road. There would also be less accidents. Teens would have help from the car and parents help too and wouldn't get in many wrecks.

Finally these cars have pass certain laws and have certain laws put in order to put the cars on the road and also help if the driver gets in a wreck.. Driveless cars have to have a lot more technology imputed so in case of a major emergency it will be able to protect the driver and passengers in the car.

In conclusion many car companies are starting to make driveless cars so we have to be more opened minded and keep up with technology, because our world is going to be changed dramatically and we have to be ready for big changes. These cars are only the beginning of something big. That will change our society in the furture. So what are your thoughts about all this new information?

Are you for or aganist driveless cars?              ",0
"Phones And Driving

Texting and driving is one of the most dangerous things a driver can do. It can cause major and serious wrecks. Why do people wreck when texting and driving ? The people who text and drive do not concentrate on the road or their surroundings.

Texting and driving is so common for causing most teen wrecks. Teens are new to driving and have little to no experience. Adding a phone to the mix is just a recipe that will cook disaster. It's not just new drivers who wreck from texting and driving its new ones too.

Everyone who texts and drives is putting themselves and others at risk. If you wreck due to texting and driving you will be held liable. Many people who text and drive can end up killing the other person they get into a wreck with. Ask yourself before you go and pick up your phone if it's worth the risk.

In most states it is illegal to text and drive. You can receive a big ticket if you get caught texting and driving. Bluetooth started being introduced into cars in 2011. Bluetooth helps drivers answer phone calls without holding the phone. In conclusion, texting and driving is illegal and should not be done.

1            ",0
"Dear Principle,

I think that all students should be active in the community and do community service.

I think they should because it helps you be active in the real world.

Also because it makes you active around others and helps people problem solve.

People who think the community doesn't help them is ridiculous if you didn't have a community then you wouldn't be playing sports or going to your community pool.

Also you see a lot of famous people saying "" I want to give back to my community"". They say that because their community does so much for them like encourage them and help the reach their dreams.

I wonder what kids think of when they say the community takes time from what I need or want to do.

What do the mean, if it wasn't for the community the wouldn't be doing anything.

Another reason why kids should do community service is because they are the future face of America so they need to help this country instead of sitting playing video games.

They also learn important life skills like leadership and responsibility.

If you help the community then you will lean these skills very easily.

Once kids start doing this then they will be glad they do it and be happy and feel great and also accomplished.

Kids don't know that the community really needs us and everyone needs to lend a hand or our country wont have good effective leaders in the future.

Also it is not just for out countries leaders it is just for regular people in the work fore need to help because every person makes a big difference.

The community is like a miniature world if people don't keep helping and do9iing work the it will be in a big slump just like the world can be in sometimes.

So I hope you take this letter in to consideration and please listen to my advice. Make the best decision possible and choose what you think is best.

People really need to help the community or it will not keep doing what is has been doing for decades now.

Think about how would you feel if the community you grew up in turned into nothing and everything was gone.

I don't want that to happen to mine.

So please make community service mandatory for everyone.

Thank you!!

From,

Anonymous student",0
"The author states this FACS machine can read emotions just by looking at someone is non-sense but this could be true. It decoded the facial emotions of the Mona Lisa and saying all her emotions just by looking at it, i wan't to beleive it can do that.

The author states that Mona Lisa is "" 83 percent happy, 6 percent fearful, and 2 percent angry."" The algerithym only gave us 91% of the Mona Lisa emotion what about the other 9%? The FACS machine reads your 44 major muscles to read your emotions which is amazing and kind of silly at the same time. This all the machine does but it could be helpful to figure out if someone is really upset about something going on, but it could have some draw backs to it. The FACS machine only read 91% of the Mona Lisa and i want to know the rest of it!

The positive aspect of the machine is that it could read emotions and facial muscles to see if the kid is thinking about suicide if it could do that. The FACS machine ""using video imagery, the new emotion-recognizer software tracks these facial movements."" This shows that FACS is devolping that one day could helps with emotions and other various life problems like helping us recognize friends that are going through a rough patch in their life. These sentences from the text "" For instance, you can probably tell how a friend is feeling simply by the look on her face. Of course, most of us would have trouble actully describing each facial trait the conveys happy, worried etc."" If Dr. Huang devolps the FACS machine more to helps more with friends emotion when feeling down or even our parents if neccesary. This could have a huge impact for students because teachers can with problems in your just by recognizing your facial movements and emotions.

This FACS machine may have some down sides to it because this could be a invadement of personal space, say if some doesn't want to talk and use this machine to do so then you used the machine without that persons permission so this machine as long as it used for people that really need the help i don't think this machine will last much. This text from the passage ""Most human communication is nonverbal, including emotional communication, "" Dr. Huang. "" So computars need to understand that,too."" Another upside to this FACS machine is that it could become a human inscrutor "" A classroom computar could recognize when a student is becoming confused or bored,"" Dr. Huang predicts."" "" Then it could modify the lesson, like an effecttive human instructor.""

The FACS machine could be a huge help with students that struggle emotionaly with anything, so for final conclsuion the FACS machine can a huge help to students but also be a invasion of personal space, because some students don't know that their computars have this program and reads their emotions without them knowing ahead of time. This FACS machine should be installed if the students want it to be installed.",0
"Along with other students, Summer has always been one of my favorite seasons; the reason for this is because there's no school. Since there's no school for students during summer, we tend to forget everything that was taught to us throughout the school year. Schools believe students should not forget all of the valuable things we learned throughout the school year when we go into summer break, for this reason many schools require students to complete a summer project. The issue with having a summer project is many people can't decide if the project should be teacher-designed or student-designed. I believe the project should be teacher-designed because they know what knowledge the project should have for the students to learn, and they would know what projects would interest the students.

Some may argue and claim: the students would know better than the teachers on what interest them. Though, as everyone may probably know, some students don't always have the same interest as each other; for example, the athletic kids may not be into what the tech kids are into. So this task to pick a project for everyone may be be difficult for the students to figure out. On the other hand, teachers may have it easier figuring out what interest all or almost all of the students. Teachers could conduct surveys and have students fill out their interest, and the teachers can design the project based on the answers provided by the survey. Although, this method may not be entirely great for each individual student, it would be great for the majority of them.

Teachers would also know what specific knowledge they would include in the projects for their students. For example, they would know what is important for the student to learn from the project and what to remember from their previous school year, so they can take that information onto the next school year. While if the summer project was designed by students; they wouldn't know what's is important for them to learn or what previous knowledge to include. The knowledge that this project would contain is crucial to the learning and understanding of the students. This is something that possibly only teachers would be able to prepare correctly: for students this would be too much responsibility.

Though, seeing the side of the students wanting to design the project is very understandable. I understand that they feel as if they know themselves and their peers better than the teachers, so they would know what type of project would attract the other students. Students could also ask their teacher from the previous and the following year: what is beneficial and important for them to learn from the project. Although, it's better if the teachers were to design the project, that doesn't mean the students don't have the ability to do it.

Therefore, students can design the summer project if given the chance, but given the circumstances, it's better if the teachers would have the responsibility of designing it. Teachers just know what knowledge the project should contain for the students to learn, and they would know what type of project would interest the students. I've thoroughly explained why teachers would be the better candidate for this job, rather than the students.

Overall, what's important here is not who designs the project, but instead the project itself. This project determines what is valuable for the students to know before going into the following school year.",0
"Dear Principle,

By not letting students without a B average not play sports will cause many problems. Some kids just are not that smart, but are very good at a sport. It will decrease the amount of kids playing in sports as well. I could understand if they were about failing, not letting them play, but a B average is outrageous.

Some kids are very athletic in our community. They are not very smart but they meet the requirements to play. If you changed this , there would not be as many kids playing in sports.

We may not even have a sports team because we don't have kids playing. this may not just be in sports either.

It may also affect kids in band and other extra curricular activities. Kids will be devastated at this fact. The thing they love is gone because of their grade. Although it will help the kids strive to do better in school, but it may cause them to not care anymore and give up.

We already have problems with the C average, if you change it to a B, it will cause even more problems.",0
"I do not beleive that the author justifies their statement of ""Venus has value"" in paragraph 8. The author does not explain the pros of exploring Venus as well as they explain the cons of why we should explore Venus. Why do I think this? Well the autor describes the deadly, hot and thick atmosphere of Venus, stating that the reason exploring Venus is worth the risk is because ""Venus still has some features that are analigous to those on Earth."" Well, does that justify spending millions or hundreds of millions of dollars on a rover or a spacecraft to explore it? I don't beleive so.

It's quite simple to explain why Venus does not need to be explored or closly examined from high up in it's atmosphere. The pros do outweigh the cons in this aticle, here is a quote from the author: ""On the planet's surface, temperatures average over 800 degrees Fahrenheit, and the atmospheric pressure is 90 times greater than what we experience on our own planet."" That temperature is obviously deadly to humans, and that is a major risk when it comes to spending millions on making a rover that will only last up to a couple hours just to get a glimps on the planet. Or maybe just to get a couple pictures. The author does not go on to say how exploring Venus with genuinley benifit the human race. The author simply explains how scientists are curious about the planet and what is on it, I do not beleive that satisfying our curiosity will help anyone. This is a quote from paragraph 8 of the article that states: ""Striving to meet the challenge presented by Venus has value, not only because of the insight to be gained on the planet itself, but also because human curiosity will likley lead us into many equally intimidating endeavors.""

Now, to add on to the last quote I stated from the article, the author does not state what the human race would do with that ""insight"" that we would gain about Venus, they just state that we would have insight. well then I would ask the author, what is the point in the insight if we wouldn't be able to do anything with the insight that we have gained from the exploration? All that we would gain from spending millions on sending a spacecraft to Venus would be meaningless insight and the feeding of our curiosity. When there are many bigger issues to be solved here on Earth. For example, the crisis that is curently happening in Venesuala, their government is shut down and millions are starving, some familys have resorted in digging through the trash for food and we could help them, but instead we want to spend money on gaining ""insight"" about Venus? Which the article states that Venus is too dangerous to go to anyway. It angers me that half of New York could be underwater in the next thirty years from global warming but we are worried about getting a small peek into the world of Venus.

I do understand why Scientists would like to go to Venus, it would be a great acheivement for humanity. But I am a firm beleiver that our planet should come first, after all, we do only get one Earth, that means we must take care of it. Maybe one day when Our problems down here are solved and we have the ability to really gain benifits from Venus then I will want us to explore more. But for now I'm sticking to the thought that our planet comes first. In conclusion, no, I do not beleive that the author of this article did a good job at explaining why studying Venus is a worthy pursuit despite the dangers of it. Because in the end it's not just the dangers of going to Venus that keeps me from beleiving that we should. It's the problems that we are facing here on Earth that are far more important.",0
